Microorganism,Antibiotics,Year,Country,N,%R,Fully susceptible,%ESBL,Non-susceptible,Number of laboratories
Streptococcus pneumoniae,macrolides,2012,Lithuania,35,,,,25.7,
Streptococcus pneumoniae,macrolides,2012,Luxembourg,38,,,,15.8,
Streptococcus pneumoniae,macrolides,2012,Spain,579,,,,26.4,
Streptococcus pneumoniae,macrolides,2012,France,824,,,,28.9,
Streptococcus pneumoniae,macrolides,2012,Poland,110,,,,27.3,
Streptococcus pneumoniae,macrolides,2012,Croatia,77,,,,10.4,
Streptococcus pneumoniae,macrolides,2012,Romania,43,,,,39.5,
Streptococcus pneumoniae,macrolides,2012,Malta,18,,,,50.0,
Streptococcus pneumoniae,macrolides,2013,Latvia,66,,,,1.5,
Streptococcus pneumoniae,macrolides,2013,Estonia,59,,,,3.4,
Streptococcus pneumoniae,macrolides,2013,Norway,499,,,,4.4,
Streptococcus pneumoniae,macrolides,2013,Denmark,789,,,,4.8,
Streptococcus pneumoniae,macrolides,2013,Netherlands,1155,,,,4.8,
Streptococcus pneumoniae,macrolides,2013,Sweden,1164,,,,6.5,
Streptococcus pneumoniae,macrolides,2013,United Kingdom,935,,,,7.5,
Streptococcus pneumoniae,macrolides,2013,Czech Republic,333,,,,8.7,
Streptococcus pneumoniae,macrolides,2013,Austria,421,,,,10.2,
Streptococcus pneumoniae,macrolides,2013,Slovenia,279,,,,10.4,
Streptococcus pneumoniae,macrolides,2013,Germany,477,,,,10.7,
Streptococcus pneumoniae,macrolides,2013,Hungary,139,,,,14.4,
Streptococcus pneumoniae,macrolides,2013,Iceland,18,,,,16.7,
Streptococcus pneumoniae,macrolides,2013,Slovakia,29,,,,17.2,
Streptococcus pneumoniae,macrolides,2013,Ireland,305,,,,18.0,
Streptococcus pneumoniae,macrolides,2013,Bulgaria,27,,,,18.5,
Streptococcus pneumoniae,macrolides,2013,Finland,650,,,,18.6,
Streptococcus pneumoniae,macrolides,2013,Portugal,496,,,,20.6,
Streptococcus pneumoniae,macrolides,2013,Belgium,1574,,,,22.9,
Streptococcus pneumoniae,macrolides,2013,Italy,394,,,,24.6,
Streptococcus pneumoniae,macrolides,2013,Lithuania,56,,,,25.0,
Streptococcus pneumoniae,macrolides,2013,Luxembourg,48,,,,25.0,
Streptococcus pneumoniae,macrolides,2013,Spain,560,,,,25.7,
Streptococcus pneumoniae,macrolides,2013,Cyprus,15,,,,26.7,
Streptococcus pneumoniae,macrolides,2013,France,919,,,,29.8,
Streptococcus pneumoniae,macrolides,2013,Poland,142,,,,31.7,
Streptococcus pneumoniae,macrolides,2013,Croatia,116,,,,32.8,
Streptococcus pneumoniae,macrolides,2013,Romania,42,,,,38.1,
Streptococcus pneumoniae,penicillins,2010,Netherlands,753,,,,2.0,
Streptococcus pneumoniae,penicillins,2010,Estonia,64,,,,1.6,
Streptococcus pneumoniae,penicillins,2010,Belgium,1797,,,,0.4,
Streptococcus pneumoniae,penicillins,2010,Austria,351,,,,4.0,
Streptococcus pneumoniae,penicillins,2010,Czech Republic,288,,,,4.9,
Streptococcus pneumoniae,penicillins,2010,Norway,575,,,,3.7,
Streptococcus pneumoniae,penicillins,2010,United Kingdom,1336,,,,3.1,
Streptococcus pneumoniae,penicillins,2010,Hungary,140,,,,15.0,
Streptococcus pneumoniae,penicillins,2010,Denmark,954,,,,3.6,
Streptococcus pneumoniae,penicillins,2010,Sweden,960,,,,3.8,
Streptococcus pneumoniae,penicillins,2010,Germany,354,,,,3.7,
Streptococcus pneumoniae,penicillins,2010,Portugal,156,,,,14.7,
Streptococcus pneumoniae,penicillins,2010,Slovenia,232,,,,15.5,
Streptococcus pneumoniae,penicillins,2010,Latvia,37,,,,5.4,
Streptococcus pneumoniae,penicillins,2010,Finland,611,,,,14.2,
Streptococcus pneumoniae,penicillins,2010,Italy,229,,,,9.2,
Streptococcus pneumoniae,penicillins,2010,Luxembourg,50,,,,12.0,
Streptococcus pneumoniae,penicillins,2010,Iceland,37,,,,5.4,
Streptococcus pneumoniae,penicillins,2010,Ireland,310,,,,18.1,
Streptococcus pneumoniae,penicillins,2010,Bulgaria,22,,,,18.2,
Streptococcus pneumoniae,penicillins,2010,France,1127,,,,27.6,
Streptococcus pneumoniae,penicillins,2010,Lithuania,39,,,,12.8,
Streptococcus pneumoniae,penicillins,2010,Romania,13,,,,30.8,
Streptococcus pneumoniae,penicillins,2010,Croatia,102,,,,22.5,
Streptococcus pneumoniae,penicillins,2010,Spain,862,,,,29.8,
Streptococcus pneumoniae,penicillins,2010,Poland,75,,,,24.0,
Streptococcus pneumoniae,penicillins,2010,Cyprus,12,,,,41.7,
Streptococcus pneumoniae,penicillins,2011,Netherlands,1067,,,,1.1,
Streptococcus pneumoniae,penicillins,2011,Estonia,51,,,,2.0,
Streptococcus pneumoniae,penicillins,2011,Belgium,1829,,,,0.8,
Streptococcus pneumoniae,penicillins,2011,Austria,405,,,,3.0,
Streptococcus pneumoniae,penicillins,2011,Czech Republic,316,,,,3.8,
Streptococcus pneumoniae,penicillins,2011,Norway,619,,,,3.4,
Streptococcus pneumoniae,penicillins,2011,United Kingdom,1324,,,,5.4,
Streptococcus pneumoniae,penicillins,2011,Hungary,139,,,,11.5,
Streptococcus pneumoniae,penicillins,2011,Denmark,896,,,,4.8,
Streptococcus pneumoniae,penicillins,2011,Sweden,1193,,,,4.1,
Streptococcus pneumoniae,penicillins,2011,Germany,347,,,,1.7,
Streptococcus pneumoniae,penicillins,2011,Portugal,439,,,,10.5,
Streptococcus pneumoniae,penicillins,2011,Slovenia,253,,,,12.3,
Streptococcus pneumoniae,penicillins,2011,Slovakia,26,,,,7.7,
Streptococcus pneumoniae,penicillins,2011,Latvia,40,,,,12.5,
Streptococcus pneumoniae,penicillins,2011,Finland,634,,,,12.9,
Streptococcus pneumoniae,penicillins,2011,Italy,174,,,,6.9,
Streptococcus pneumoniae,penicillins,2011,Luxembourg,50,,,,8.0,
Streptococcus pneumoniae,penicillins,2011,Iceland,32,,,,9.4,
Streptococcus pneumoniae,penicillins,2011,Ireland,324,,,,19.4,
Streptococcus pneumoniae,penicillins,2011,Bulgaria,33,,,,21.2,
Streptococcus pneumoniae,penicillins,2011,France,1413,,,,23.8,
Streptococcus pneumoniae,penicillins,2011,Lithuania,48,,,,18.8,
Streptococcus pneumoniae,penicillins,2011,Romania,36,,,,61.1,
Streptococcus pneumoniae,penicillins,2011,Croatia,125,,,,18.4,
Streptococcus pneumoniae,penicillins,2011,Spain,736,,,,30.2,
Streptococcus pneumoniae,penicillins,2011,Poland,165,,,,18.2,
Streptococcus pneumoniae,penicillins,2011,Cyprus,12,,,,25.0,
Streptococcus pneumoniae,penicillins,2011,Malta,10,,,,50.0,
Streptococcus pneumoniae,penicillins,2012,Netherlands,1063,,,,1.5,
Streptococcus pneumoniae,penicillins,2012,Estonia,53,,,,0.0,
Streptococcus pneumoniae,penicillins,2012,Belgium,1658,,,,1.5,
Streptococcus pneumoniae,penicillins,2012,Austria,291,,,,5.2,
Streptococcus pneumoniae,penicillins,2012,Czech Republic,274,,,,2.9,
Streptococcus pneumoniae,penicillins,2012,Norway,576,,,,5.9,
Streptococcus pneumoniae,penicillins,2012,United Kingdom,1153,,,,4.9,
Streptococcus pneumoniae,penicillins,2012,Hungary,160,,,,10.0,
Streptococcus pneumoniae,penicillins,2012,Denmark,867,,,,5.1,
Streptococcus pneumoniae,penicillins,2012,Sweden,1030,,,,5.0,
Streptococcus pneumoniae,penicillins,2012,Germany,310,,,,5.2,
Streptococcus pneumoniae,penicillins,2012,Portugal,299,,,,8.4,
Streptococcus pneumoniae,penicillins,2012,Slovenia,251,,,,10.0,
Streptococcus pneumoniae,penicillins,2012,Slovakia,20,,,,5.0,
Streptococcus pneumoniae,penicillins,2012,Latvia,64,,,,6.3,
Streptococcus pneumoniae,penicillins,2012,Finland,553,,,,17.0,
Streptococcus pneumoniae,penicillins,2012,Italy,141,,,,12.1,
Streptococcus pneumoniae,penicillins,2012,Luxembourg,31,,,,3.2,
Streptococcus pneumoniae,penicillins,2012,Iceland,27,,,,3.7,
Streptococcus pneumoniae,penicillins,2012,Ireland,319,,,,19.1,
Streptococcus pneumoniae,penicillins,2012,Bulgaria,21,,,,28.6,
Streptococcus pneumoniae,penicillins,2012,France,824,,,,23.4,
Streptococcus pneumoniae,penicillins,2012,Lithuania,37,,,,16.2,
Streptococcus pneumoniae,penicillins,2012,Romania,44,,,,38.6,
Streptococcus pneumoniae,penicillins,2012,Croatia,97,,,,22.7,
Streptococcus pneumoniae,penicillins,2012,Spain,604,,,,27.0,
Streptococcus pneumoniae,penicillins,2012,Poland,121,,,,23.2,
Streptococcus pneumoniae,penicillins,2012,Malta,18,,,,38.9,
Streptococcus pneumoniae,penicillins,2013,Netherlands,1032,,,,1.1,
Streptococcus pneumoniae,penicillins,2013,Estonia,78,,,,1.3,
Streptococcus pneumoniae,penicillins,2013,Belgium,1536,,,,1.7,
Streptococcus pneumoniae,penicillins,2013,Austria,385,,,,2.1,
Streptococcus pneumoniae,penicillins,2013,Czech Republic,333,,,,2.1,
Streptococcus pneumoniae,penicillins,2013,Norway,549,,,,3.3,
Streptococcus pneumoniae,penicillins,2013,United Kingdom,1207,,,,4.9,
Streptococcus pneumoniae,penicillins,2013,Hungary,154,,,,5.8,
Streptococcus pneumoniae,penicillins,2013,Denmark,789,,,,6.6,
Streptococcus pneumoniae,penicillins,2013,Sweden,696,,,,6.8,
Streptococcus pneumoniae,penicillins,2013,Germany,471,,,,7.0,
Streptococcus pneumoniae,penicillins,2013,Portugal,475,,,,7.6,
Streptococcus pneumoniae,penicillins,2013,Slovenia,279,,,,7.9,
Streptococcus pneumoniae,penicillins,2013,Slovakia,28,,,,10.7,
Streptococcus pneumoniae,penicillins,2013,Latvia,67,,,,11.9,
Streptococcus pneumoniae,penicillins,2013,Finland,597,,,,14.1,
Streptococcus pneumoniae,penicillins,2013,Italy,268,,,,14.6,
Streptococcus pneumoniae,penicillins,2013,Luxembourg,43,,,,16.3,
Streptococcus pneumoniae,penicillins,2013,Iceland,18,,,,16.7,
Streptococcus pneumoniae,penicillins,2013,Ireland,310,,,,20.3,
Streptococcus pneumoniae,penicillins,2013,Bulgaria,28,,,,21.4,
Streptococcus pneumoniae,penicillins,2013,France,919,,,,22.4,
Streptococcus pneumoniae,penicillins,2013,Lithuania,59,,,,23.7,
Streptococcus pneumoniae,penicillins,2013,Romania,44,,,,25.0,
Streptococcus pneumoniae,penicillins,2013,Croatia,118,,,,25.4,
Streptococcus pneumoniae,penicillins,2013,Spain,569,,,,27.6,
Streptococcus pneumoniae,penicillins,2013,Poland,167,,,,32.3,
Streptococcus pneumoniae,penicillins,2013,Cyprus,15,,,,40.0,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Estonia,45,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Latvia,37,,,,2.7,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Netherlands,681,,,,0.9,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Belgium,1797,,,,0.3,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Czech Republic,288,,,,1.7,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Norway,546,,,,0.7,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Austria,310,,,,1.9,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Germany,349,,,,2.0,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Slovenia,232,,,,6.5,
Streptococcus pneumoniae,"macrolides, penicillins",2010,United Kingdom,1189,,,,1.7,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Sweden,907,,,,1.7,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Hungary,133,,,,9.8,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Denmark,954,,,,1.6,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Portugal,156,,,,10.3,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Finland,596,,,,11.1,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Bulgaria,20,,,,5.0,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Italy,222,,,,6.3,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Luxembourg,50,,,,6.0,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Ireland,290,,,,12.4,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Lithuania,34,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Croatia,100,,,,19.0,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Spain,862,,,,17.2,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Iceland,37,,,,5.4,
Streptococcus pneumoniae,"macrolides, penicillins",2010,France,1127,,,,22.7,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Romania,11,,,,27.3,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Poland,70,,,,21.4,
Streptococcus pneumoniae,"macrolides, penicillins",2010,Cyprus,11,,,,36.4,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Estonia,42,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Latvia,38,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Netherlands,978,,,,0.3,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Belgium,1829,,,,0.6,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Czech Republic,316,,,,1.9,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Norway,567,,,,1.4,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Austria,355,,,,2.3,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Germany,343,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Slovenia,251,,,,6.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,United Kingdom,1126,,,,3.6,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Sweden,1143,,,,2.4,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Hungary,129,,,,8.5,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Denmark,896,,,,3.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Portugal,402,,,,5.2,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Slovakia,25,,,,4.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Finland,610,,,,9.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Bulgaria,30,,,,13.3,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Italy,162,,,,4.3,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Luxembourg,50,,,,6.0,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Ireland,310,,,,13.5,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Lithuania,41,,,,17.1,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Croatia,123,,,,11.4,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Spain,720,,,,16.9,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Iceland,32,,,,9.4,
Streptococcus pneumoniae,"macrolides, penicillins",2011,France,1413,,,,18.8,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Romania,18,,,,44.4,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Poland,134,,,,14.9,
Streptococcus pneumoniae,"macrolides, penicillins",2011,Cyprus,12,,,,16.7,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Estonia,34,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Latvia,64,,,,1.6,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Netherlands,972,,,,0.8,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Belgium,1614,,,,1.2,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Czech Republic,274,,,,1.8,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Norway,533,,,,3.2,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Austria,262,,,,4.2,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Germany,308,,,,1.3,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Slovenia,250,,,,4.8,
Streptococcus pneumoniae,"macrolides, penicillins",2012,United Kingdom,627,,,,2.2,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Sweden,947,,,,3.0,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Hungary,147,,,,7.5,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Denmark,867,,,,3.5,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Portugal,278,,,,6.5,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Slovakia,20,,,,5.0,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Finland,532,,,,10.7,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Bulgaria,20,,,,20.0,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Italy,116,,,,10.3,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Luxembourg,30,,,,3.3,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Ireland,307,,,,12.4,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Lithuania,35,,,,14.3,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Croatia,77,,,,9.1,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Spain,551,,,,15.1,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Iceland,26,,,,3.8,
Streptococcus pneumoniae,"macrolides, penicillins",2012,France,824,,,,17.2,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Romania,43,,,,32.6,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Poland,110,,,,16.4,
Streptococcus pneumoniae,"macrolides, penicillins",2012,Malta,18,,,,38.9,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Estonia,59,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Latvia,66,,,,0.0,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Netherlands,921,,,,0.4,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Belgium,1534,,,,0.9,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Czech Republic,333,,,,1.2,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Norway,497,,,,1.4,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Austria,380,,,,1.6,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Germany,463,,,,2.6,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Slovenia,279,,,,2.9,
Streptococcus pneumoniae,"macrolides, penicillins",2013,United Kingdom,867,,,,3.1,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Sweden,694,,,,3.2,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Hungary,139,,,,3.6,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Denmark,789,,,,4.2,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Portugal,467,,,,4.3,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Slovakia,28,,,,7.1,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Finland,579,,,,7.6,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Bulgaria,26,,,,7.7,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Italy,248,,,,8.1,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Luxembourg,43,,,,11.6,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Ireland,305,,,,13.1,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Lithuania,56,,,,14.3,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Croatia,116,,,,15.5,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Spain,556,,,,16.0,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Iceland,18,,,,16.7,
Streptococcus pneumoniae,"macrolides, penicillins",2013,France,919,,,,18.9,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Romania,42,,,,21.4,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Poland,139,,,,24.5,
Streptococcus pneumoniae,"macrolides, penicillins",2013,Cyprus,15,,,,26.7,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2014,EU Total,1511,,38.6,,,
Acinetobacter spp,fluoroquinolones,2014,EU Total,98,2.5,,,,
Acinetobacter spp,aminoglycosides,2014,EU Total,48,1.2,,,,
Acinetobacter spp,carbapenems,2014,EU Total,22,0.6,,,,
Acinetobacter spp,"aminoglycosides, fluoroquinolones",2014,EU Total,201,5.1,,,,
Acinetobacter spp,"carbapenems, fluoroquinolones",2014,EU Total,149,3.8,,,,
Acinetobacter spp,"aminoglycosides, carbapenems",2014,EU Total,11,0.3,,,,
Acinetobacter spp,"aminoglycosides, carbapenems, fluoroquinolones",2014,EU Total,1870,47.8,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems, fluoroquinolones, third-generation cephalosporins",2014,EU Total,21857,,41.4,,,
Escherichia coli,aminopenicillins,2014,EU Total,16707,31.6,,,,
Escherichia coli,fluoroquinolones,2014,EU Total,1210,2.3,,,,
Escherichia coli,aminoglycosides,2014,EU Total,121,0.2,,,,
Escherichia coli,carbapenems,2014,EU Total,6,0.05,,,,
Escherichia coli,"aminopenicillins, fluoroquinolones",2014,EU Total,4427,8.4,,,,
Escherichia coli,"aminopenicillins, third-generation cephalosporins",2014,EU Total,1209,2.3,,,,
Escherichia coli,"aminoglycosides, aminopenicillins",2014,EU Total,783,1.5,,,,
Escherichia coli,"aminoglycosides, fluoroquinolones",2014,EU Total,87,0.2,,,,
Escherichia coli,"aminopenicillins, carbapenems",2014,EU Total,2,0.05,,,,
Escherichia coli,"aminopenicillins, fluoroquinolones, third-generation cephalosporins",2014,EU Total,1897,3.6,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, fluoroquinolones",2014,EU Total,1718,3.3,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, third-generation cephalosporins",2014,EU Total,231,0.4,,,,
Escherichia coli,"aminopenicillins, carbapenems, third-generation cephalosporins",2014,EU Total,3,0.05,,,,
Escherichia coli,"aminopenicillins, carbapenems, fluoroquinolones",2014,EU Total,3,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems",2014,EU Total,1,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, fluoroquinolones, third-generation cephalosporins",2014,EU Total,2498,4.7,,,,
Escherichia coli,"aminopenicillins, carbapenems, fluoroquinolones, third-generation cephalosporins",2014,EU Total,9,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems, fluoroquinolones",2014,EU Total,4,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems, third-generation cephalosporins",2014,EU Total,3,0.05,,,,
Escherichia coli,"aminoglycosides, aminopenicillins, carbapenems, fluoroquinolones, third-generation cephalosporins",2014,EU Total,12,0.05,,,,
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Estonia,38,,,71.1,,8.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,France,871,,,78.5,,49.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Ireland,288,,,84.0,,27.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Denmark,82,,,84.1,,2.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Italy,40,,,85.0,,4.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Slovakia,283,,,85.9,,14.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Spain,630,,,87.9,,33.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Netherlands,172,,,89.5,,19.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Germany,11,,,90.9,,2.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Czech Republic,416,,,91.6,,44.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Latvia,16,,,93.8,,3.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Norway,16,,,93.8,,1.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Finland,219,,,94.1,,18.0
Escherichia coli,"3GCREC, third-generation cephalosporins",2014,Slovenia,118,,,94.1,,9.0
